frame	x [nm]	y [nm]	z [nm]	uncertainty_xy	uncertainty_z
3	611.7514072578191	253.73955390100025	-955.7341514172643	2.1	2.1
3	599.394024319436	240.5785692163431	-952.6650760497628	2.1	2.1
3	604.0914667818253	230.66146463917894	-941.3920326933095	2.1	2.1
3	607.7230353867734	229.51536754717415	-948.71450648456	2.1	2.1
3	599.5962576090744	219.7294011339941	-951.1411161322467	2.1	2.1
3	587.7044932210702	217.98055622148317	-940.2697143250936	2.1	2.1
3	589.7094202092816	216.8356557262181	-953.8596902972624	2.1	2.1
3	585.5406199358567	211.06458688244493	-941.0476458987897	2.1	2.1
3	579.0910598664219	193.41652192080937	-947.2784220965468	2.1	2.1
3	570.4323813490913	199.17523682319342	-948.3255530284507	2.1	2.1
3	595.3397628697905	183.11048423304152	-960.5254600958442	2.1	2.1
3	594.4309111945279	180.0221274203572	-968.5435611100111	2.1	2.1
3	586.5638552677201	188.68226204607967	-971.4517486121938	2.1	2.1
3	586.185261243038	155.5305563078249	-952.5722629836015	2.1	2.1
3	581.2768002203376	164.1162919054138	-975.2461889664697	2.1	2.1
3	568.6670487583305	149.33668134317455	-948.9164773000083	2.1	2.1
3	567.9205200456844	137.87084332533115	-959.7129689974589	2.1	2.1
3	577.5347690597139	142.22930129340847	-957.5512030369055	2.1	2.1
3	563.4571593287775	136.7521432112807	-955.2073663158766	2.1	2.1
3	569.363505010744	138.26091478546684	-984.4218373721156	2.1	2.1
3	566.2765914174759	125.28262827034048	-975.1907421720657	2.1	2.1
3	559.3244082830201	106.08928857134285	-951.2642443867956	2.1	2.1
3	564.9749658638206	116.62114678725867	-977.8370248284813	2.1	2.1
3	558.4757077771801	97.42701731903817	-961.5836810877325	2.1	2.1
3	564.2199594049713	92.66297548645039	-968.1032397969876	2.1	2.1
3	547.6578269946906	103.92118627694673	-974.4229351070942	2.1	2.1
3	552.7424304426979	90.20017384960845	-974.2143892096806	2.1	2.1
3	547.8671215678831	78.91102140745542	-965.8276002513676	2.1	2.1
3	557.4526043701818	78.37290523457692	-971.0793133638839	2.1	2.1
3	552.1842410208639	68.55280268082733	-976.8684621458655	2.1	2.1
3	548.7199778640031	60.73886272032286	-970.3849500908185	2.1	2.1
3	547.3754540855488	50.50401647672355	-986.568592519395	2.1	2.1
3	538.1680317293774	60.24887836655226	-970.496052892131	2.1	2.1
3	537.8509783495315	34.989580056313045	-963.6055508801863	2.1	2.1
3	536.5671554427514	32.223214633933544	-961.0265992544298	2.1	2.1
3	544.7771566294673	25.212745404166476	-983.6122238235566	2.1	2.1
3	520.002573347342	32.962188851687166	-978.9420097888648	2.1	2.1
3	532.0376188163768	21.135914474038643	-976.3406177117143	2.1	2.1
3	525.9697097256129	10.60410734042051	-987.2544778920933	2.1	2.1
3	527.683642041945	0.5462533534283791	-983.7045021511113	2.1	2.1
3	530.6243262917424	-0.9391381276252844	-982.8023295558648	2.1	2.1
3	518.8324321076907	2.066323710130489	-981.22462729586	2.1	2.1
3	536.6951480015905	-12.23603740093321	-994.2873106391595	2.1	2.1
3	536.9397920391641	-6.042866486591105	-997.6877554597954	2.1	2.1
3	523.2915383479555	-19.720337468786358	-987.0705218407979	2.1	2.1
3	516.2917242370576	-33.12767190051559	-984.5748038493136	2.1	2.1
3	521.8723963082588	-29.116592075040153	-984.662051586763	2.1	2.1
3	509.32275912773684	-29.141864167807167	-993.8622685433367	2.1	2.1
3	513.1521984001271	-33.887623609809864	-972.5249301899821	2.1	2.1
3	502.30663182911724	-36.96308607301243	-986.4718097596899	2.1	2.1
3	496.2920765206192	-31.09654195490628	-970.0416363894478	2.1	2.1
3	493.71286559611747	-29.957151888915064	-956.418429787464	2.1	2.1
3	495.7666513189183	-40.714963411905416	-960.63019463437	2.1	2.1
3	496.9685807211892	-23.62624982711289	-942.0859821244823	2.1	2.1
3	503.948708924835	-31.302136641415405	-956.9467179786714	2.1	2.1
3	496.6631515600941	-26.768279475069406	-951.9296642446852	2.1	2.1
3	482.165442300418	-18.059943330509938	-941.1231893460564	2.1	2.1
3	467.80660460900174	-25.891207550064987	-936.8013574553942	2.1	2.1
3	483.4856415925122	-29.090084305313116	-927.1596487474907	2.1	2.1
3	476.12787971594287	-16.88337986941361	-922.1755830701195	2.1	2.1
3	477.11458648215785	-30.511947771552684	-927.1718042702938	2.1	2.1
3	462.6470157914728	-30.289052256274587	-909.9247501040002	2.1	2.1
3	453.8407626357576	-23.50255244547691	-896.8380391465879	2.1	2.1
3	464.5524489546882	-20.854596076034277	-902.6479422426168	2.1	2.1
3	443.87916631666684	-16.076008858673184	-895.9144727149209	2.1	2.1
3	459.708690928255	-13.960963088491688	-898.3987661792851	2.1	2.1
3	450.08258772024726	-12.073293788455224	-879.7398648824114	2.1	2.1
3	437.18150266202514	-10.83366521745807	-880.841260608746	2.1	2.1
3	432.69791878815795	-19.253880098022748	-881.5175399914999	2.1	2.1
3	445.91838054051465	-3.0096741489797956	-876.5072133406984	2.1	2.1
3	431.94428470525935	-4.412029264500456	-858.1075139069047	2.1	2.1
3	421.8969003293685	-11.568924288217401	-852.8512766648639	2.1	2.1
3	424.42870838795113	-4.96201132920651	-843.4228377013316	2.1	2.1
3	432.68610195983626	-5.077454470259436	-841.237037356903	2.1	2.1
3	423.96476124662945	-7.735790843988546	-855.9303482279291	2.1	2.1
3	417.0402640759547	2.340916649635493	-832.7700177146041	2.1	2.1
3	408.0045618246938	9.96427755939124	-844.5409258080217	2.1	2.1
3	415.7341408158012	7.512716968768309	-816.2415590610609	2.1	2.1
3	402.92716472298423	-1.8019702256328785	-818.8052209942266	2.1	2.1
3	402.27515625904397	-13.288256984875709	-818.9086826607999	2.1	2.1
3	411.77965379715005	-0.8994581124823736	-808.2117132470203	2.1	2.1
3	416.7815682987403	-2.8912829082501634	-813.0998868372955	2.1	2.1
3	389.12692864001303	5.029254393311393	-794.8569893477984	2.1	2.1
3	410.78807794534396	-0.9937835465754727	-798.0895372607837	2.1	2.1
3	385.8248594223012	7.4235622473674505	-794.9166595411381	2.1	2.1
3	380.9666562522326	2.6682804353402805	-786.27502676322	2.1	2.1
3	380.53804854700843	4.889883850377951	-777.2272751635235	2.1	2.1
3	380.7458423956547	8.036108838001105	-772.4726987674928	2.1	2.1
3	363.0159935900857	8.783053629906616	-765.0722206521194	2.1	2.1
3	367.78061298586925	18.86703977629338	-755.8526867763368	2.1	2.1
3	356.0160439699117	20.792972427350847	-764.9642128912278	2.1	2.1
3	368.4331912401973	8.577226047321947	-752.9716894265227	2.1	2.1
3	368.0492469961639	15.735000916607458	-748.3457513981036	2.1	2.1
3	348.9505827682504	17.06502130701228	-734.9446167275959	2.1	2.1
3	344.6419576033633	18.05721360303533	-739.6064072971695	2.1	2.1
3	350.9668702986646	21.118079259522386	-730.6386373748563	2.1	2.1
3	350.2877209016556	24.76060439846774	-716.5453682305421	2.1	2.1
3	326.61881871016624	22.286984636035733	-710.8476723869812	2.1	2.1
3	351.7329916165874	20.111719376722956	-713.3015505242457	2.1	2.1
3	336.24945659420746	19.175350467087796	-714.7072967464507	2.1	2.1
3	328.99148655184865	15.599077950921629	-706.2906616091847	2.1	2.1
3	342.02131903111666	30.288906184572188	-695.8591086225163	2.1	2.1
3	323.05714265909694	24.328278755973372	-715.0478629694653	2.1	2.1
3	316.66893743429154	23.089035607124778	-688.8046857599293	2.1	2.1
3	320.27039814114795	21.173129195377406	-679.8494452034729	2.1	2.1
3	309.4188846268898	33.3423682434906	-670.8790366869224	2.1	2.1
3	307.53676106942	31.088076044482257	-670.5384314398356	2.1	2.1
3	314.2859915257391	30.297661688762467	-670.0062145988768	2.1	2.1
3	307.0935474128497	24.477521377268243	-663.7135944695566	2.1	2.1
3	317.8153318514496	14.868715738222093	-653.3846981297976	2.1	2.1
3	288.6334408235185	36.52539415560926	-650.5322121369836	2.1	2.1
3	283.5950882694269	34.17466199836414	-653.683967173023	2.1	2.1
3	297.864480551187	28.936219782946495	-637.7637334431898	2.1	2.1
